key	cxx_dist_refs	cxx_dist_defaults	cxx_direct_refs	cxx_direct_defaults	cxx_targets	rust_refs	status	notes
LevelReq.Mail	worldserver:server/worldserver/worldserver.conf.dist:3488	worldserver=1	Int:server/game/World/World.cpp:793	Int=1	CONFIG_MAIL_LEVEL_REQ		missing_in_rust	-
LevelReq.Trade	worldserver:server/worldserver/worldserver.conf.dist:3474	worldserver=1	Int:server/game/World/World.cpp:791	Int=1	CONFIG_TRADE_LEVEL_REQ		missing_in_rust	-
ListenRange.Say	worldserver:server/worldserver/worldserver.conf.dist:1911	worldserver=40	Float:server/game/World/World.cpp:1323	Float=25.0f	CONFIG_LISTEN_RANGE_SAY		missing_in_rust	-
ListenRange.TextEmote	worldserver:server/worldserver/worldserver.conf.dist:1918	worldserver=40	Float:server/game/World/World.cpp:1324	Float=25.0f	CONFIG_LISTEN_RANGE_TEXTEMOTE		missing_in_rust	-
ListenRange.Yell	worldserver:server/worldserver/worldserver.conf.dist:1926	worldserver=300	Float:server/game/World/World.cpp:1325	Float=300.0f	CONFIG_LISTEN_RANGE_YELL		missing_in_rust	-
Log.Async.Enable	worldserver:server/worldserver/worldserver.conf.dist:4260	worldserver=0	Bool:server/worldserver/Main.cpp:230	Bool=false			missing_in_rust	-
LogDB.Opt.ClearInterval	worldserver:server/worldserver/worldserver.conf.dist:484	worldserver=10	Int:server/game/World/World.cpp:1190	Int=10	CONFIG_LOGDB_CLEARINTERVAL		missing_in_rust	-
LogDB.Opt.ClearTime	worldserver:server/worldserver/worldserver.conf.dist:492	worldserver=1209600	Int:server/game/World/World.cpp:1201	Int=1209600	CONFIG_LOGDB_CLEARTIME		missing_in_rust	-
Logger.commands.gm	worldserver:server/worldserver/worldserver.conf.dist:4182	worldserver=3,Console GM					missing_in_rust	-
Logger.mmaps	worldserver:server/worldserver/worldserver.conf.dist:4186	worldserver=3,Server					missing_in_rust	-
Logger.realmlist	bnetserver:server/bnetserver/bnetserver.conf.dist:436	bnetserver=3,Console Bnet					missing_in_rust	-
Logger.root	worldserver:server/worldserver/worldserver.conf.dist:4180|bnetserver:server/bnetserver/bnetserver.conf.dist:435	worldserver=5,Console Server|bnetserver=3,Console Bnet					missing_in_rust	-
Logger.scripts.hotswap	worldserver:server/worldserver/worldserver.conf.dist:4183	worldserver=3,Console Server					missing_in_rust	-
Logger.server	worldserver:server/worldserver/worldserver.conf.dist:4181	worldserver=3,Console Server					missing_in_rust	-
Logger.server.http	bnetserver:server/bnetserver/bnetserver.conf.dist:437	bnetserver=3,Console Bnet					missing_in_rust	-
Logger.server.http.dispatcher.login	bnetserver:server/bnetserver/bnetserver.conf.dist:439	bnetserver=3,Console Bnet					missing_in_rust	-
Logger.server.http.login	bnetserver:server/bnetserver/bnetserver.conf.dist:438	bnetserver=3,Console Bnet					missing_in_rust	-
Logger.server.http.session.login	bnetserver:server/bnetserver/bnetserver.conf.dist:440	bnetserver=3,Console Bnet					missing_in_rust	-
Logger.session	bnetserver:server/bnetserver/bnetserver.conf.dist:441	bnetserver=3,Console Bnet					missing_in_rust	-
Logger.session.packets	bnetserver:server/bnetserver/bnetserver.conf.dist:442	bnetserver=3,Console Bnet					missing_in_rust	-
Logger.sql.sql	worldserver:server/worldserver/worldserver.conf.dist:4184	worldserver=5,Console DBErrors					missing_in_rust	-
Logger.sql.updates	worldserver:server/worldserver/worldserver.conf.dist:4185|bnetserver:server/bnetserver/bnetserver.conf.dist:443	worldserver=3,Console Server|bnetserver=3,Console Bnet					missing_in_rust	-
LoginDatabase.SynchThreads	worldserver:server/worldserver/worldserver.conf.dist:149|bnetserver:server/bnetserver/bnetserver.conf.dist:262	worldserver=1|bnetserver=1					missing_in_rust	-
LoginDatabase.WorkerThreads	worldserver:server/worldserver/worldserver.conf.dist:133|bnetserver:server/bnetserver/bnetserver.conf.dist:255	worldserver=1|bnetserver=1					missing_in_rust	-
LoginDatabaseInfo	worldserver:server/worldserver/worldserver.conf.dist:115|bnetserver:server/bnetserver/bnetserver.conf.dist:246	worldserver="127.0.0.1;3306;trinity;trinity;auth"|bnetserver="127.0.0.1;3306;trinity;trinity;auth"					missing_in_rust	Rust usa subclaves LoginDatabaseInfo.Host/Port/Username/Password/Database; C++ usa valor semicolonado LoginDatabaseInfo
LoginDatabaseInfo.Database						get_string_default:crates/bnet-server/src/main.rs:41|get_string_default:crates/world-server/src/main.rs:174	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
LoginDatabaseInfo.Host						get_string_default:crates/bnet-server/src/main.rs:37|get_string_default:crates/world-server/src/main.rs:170	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
LoginDatabaseInfo.Password						get_string_default:crates/bnet-server/src/main.rs:40|get_string_default:crates/world-server/src/main.rs:173	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
LoginDatabaseInfo.Port						get_value:crates/bnet-server/src/main.rs:38|get_value:crates/world-server/src/main.rs:171	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
LoginDatabaseInfo.Username						get_string_default:crates/bnet-server/src/main.rs:39|get_string_default:crates/world-server/src/main.rs:172	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
LoginREST.ExternalAddress	bnetserver:server/bnetserver/bnetserver.conf.dist:78	bnetserver=127.0.0.1	String:server/bnetserver/REST/LoginRESTService.cpp:94	String="127.0.0.1"		get_string_default:crates/bnet-server/src/main.rs:77	rust_exact_key	-
LoginREST.LocalAddress	bnetserver:server/bnetserver/bnetserver.conf.dist:79	bnetserver=127.0.0.1	String:server/bnetserver/REST/LoginRESTService.cpp:104	String="127.0.0.1"		get_string_default:crates/bnet-server/src/main.rs:78	rust_exact_key	-
LoginREST.Port	bnetserver:server/bnetserver/bnetserver.conf.dist:77	bnetserver=8081	Int:server/bnetserver/Main.cpp:204	Int=8081	int32 httpPort	get_value:crates/bnet-server/src/main.rs:75	rust_exact_key	-
LoginREST.TicketDuration	bnetserver:server/bnetserver/bnetserver.conf.dist:80	bnetserver=3600	Int:server/bnetserver/REST/LoginRESTService.cpp:134	Int=3600		get_value:crates/bnet-server/src/main.rs:79	rust_exact_key	-
LogsDir	worldserver:server/worldserver/worldserver.conf.dist:88|bnetserver:server/bnetserver/bnetserver.conf.dist:42	worldserver=""|bnetserver=""	String:common/Logging/Log.cpp:401|String:server/game/Server/Protocol/PacketLog.cpp:84	String=""|String=""	std::string logsDir		missing_in_rust	-
MailDeliveryDelay	worldserver:server/worldserver/worldserver.conf.dist:1257	worldserver=3600	Int:server/game/World/World.cpp:1169	Int=HOUR	CONFIG_MAIL_DELIVERY_DELAY		missing_in_rust	-
MapUpdate.Threads	worldserver:server/worldserver/worldserver.conf.dist:516	worldserver=1	Int:server/game/World/World.cpp:1583	Int=1	CONFIG_NUMTHREADS		missing_in_rust	-
MapUpdateInterval	worldserver:server/worldserver/worldserver.conf.dist:385	worldserver=10	Int:server/game/World/World.cpp:831	Int=10	CONFIG_INTERVAL_MAPUPDATE		missing_in_rust	-
MaxCoreStuckTime	worldserver:server/worldserver/worldserver.conf.dist:500	worldserver=60	Int:server/worldserver/Main.cpp:406|Int:server/worldserver/Main.cpp:525	Int=60|Int=60	int coreStuckTime		missing_in_rust	-
MaxGroupXPDistance	worldserver:server/worldserver/worldserver.conf.dist:1214	worldserver=74	Float:server/game/World/World.cpp:864	Float=74.0f	CONFIG_GROUP_XP_DISTANCE		missing_in_rust	-
MaxOverspeedPings	worldserver:server/worldserver/worldserver.conf.dist:302	worldserver=2	Int:server/game/World/World.cpp:1220	Int=2	CONFIG_MAX_OVERSPEED_PINGS		missing_in_rust	-
MaxPingTime	worldserver:server/worldserver/worldserver.conf.dist:159|bnetserver:server/bnetserver/bnetserver.conf.dist:49	worldserver=30|bnetserver=30	Int:server/bnetserver/Main.cpp:256|Int:server/game/World/World.cpp:1635	Int=30|Int=30	int32 dbPingInterval|CONFIG_DB_PING_INTERVAL		missing_in_rust	-
MaxPlayerLevel	worldserver:server/worldserver/worldserver.conf.dist:902	worldserver=80	Int:server/game/World/World.cpp:986|Int:server/game/World/World.cpp:991	Int=DEFAULT_MAX_LEVEL|Int=DEFAULT_MAX_LEVEL	uint32 val|CONFIG_MAX_PLAYER_LEVEL		missing_in_rust	-
MaxPrimaryTradeSkill	worldserver:server/worldserver/worldserver.conf.dist:1198	worldserver=2	Int:server/game/World/World.cpp:1135	Int=2	CONFIG_MAX_PRIMARY_TRADE_SKILL		missing_in_rust	-
MaxRecruitAFriendBonusDistance	worldserver:server/worldserver/worldserver.conf.dist:1222	worldserver=100	Float:server/game/World/World.cpp:865	Float=100.0f	CONFIG_MAX_RECRUIT_A_FRIEND_DISTANCE		missing_in_rust	-
MaxWhoListReturns	worldserver:server/worldserver/worldserver.conf.dist:769	worldserver=50	Int:server/game/World/World.cpp:1563	Int=49	CONFIG_MAX_WHO		missing_in_rust	-
Metric.ConnectionInfo	worldserver:server/worldserver/worldserver.conf.dist:4364	worldserver="127.0.0.1;8086;worldserver"	String:common/Metric/Metric.cpp:84	String=""	std::string connectionInfo		missing_in_rust	-
Metric.Enable	worldserver:server/worldserver/worldserver.conf.dist:4348	worldserver=0	Bool:common/Metric/Metric.cpp:56	Bool=false			missing_in_rust	-
Metric.Interval	worldserver:server/worldserver/worldserver.conf.dist:4356	worldserver=1	Int:common/Metric/Metric.cpp:57	Int=1			missing_in_rust	-
Metric.OverallStatusInterval	worldserver:server/worldserver/worldserver.conf.dist:4372	worldserver=1	Int:common/Metric/Metric.cpp:64	Int=1			missing_in_rust	-
MinCharterName	worldserver:server/worldserver/worldserver.conf.dist:738	worldserver=2	Int:server/game/World/World.cpp:928	Int=2	CONFIG_MIN_CHARTER_NAME		missing_in_rust	-
MinCreatureScaledXPRatio	worldserver:server/worldserver/worldserver.conf.dist:1241	worldserver=0	Int:server/game/World/World.cpp:874	Int=0	CONFIG_MIN_CREATURE_SCALED_XP_RATIO		missing_in_rust	-
MinDiscoveredScaledXPRatio	worldserver:server/worldserver/worldserver.conf.dist:1250	worldserver=0	Int:server/game/World/World.cpp:881	Int=0	CONFIG_MIN_DISCOVERED_SCALED_XP_RATIO		missing_in_rust	-
MinDualSpecLevel	worldserver:server/worldserver/worldserver.conf.dist:909	worldserver=30	Int:server/game/World/World.cpp:999	Int=40	CONFIG_MIN_DUALSPEC_LEVEL		missing_in_rust	-
MinPetName	worldserver:server/worldserver/worldserver.conf.dist:746	worldserver=2	Int:server/game/World/World.cpp:935	Int=2	CONFIG_MIN_PET_NAME		missing_in_rust	-
MinPetitionSigns	worldserver:server/worldserver/worldserver.conf.dist:1206	worldserver=4	Int:server/game/World/World.cpp:1136	Int=4	CONFIG_MIN_PETITION_SIGNS		missing_in_rust	-
MinPlayerName	worldserver:server/worldserver/worldserver.conf.dist:730	worldserver=2	Int:server/game/World/World.cpp:921	Int=2	CONFIG_MIN_PLAYER_NAME		missing_in_rust	-
MinQuestScaledXPRatio	worldserver:server/worldserver/worldserver.conf.dist:1231	worldserver=0	Int:server/game/World/World.cpp:867	Int=0	CONFIG_MIN_QUEST_SCALED_XP_RATIO		missing_in_rust	-
MinWorldUpdateTime	worldserver:server/worldserver/worldserver.conf.dist:378	worldserver=1	Int:server/worldserver/Main.cpp:521	Int=1			missing_in_rust	-
MonsterSight	worldserver:server/worldserver/worldserver.conf.dist:1942	worldserver=50.000000	Float:server/game/World/World.cpp:889	Float=50.0f	CONFIG_SIGHT_MONSTER		missing_in_rust	-
Motd	worldserver:server/worldserver/worldserver.conf.dist:1330	worldserver="Welcome to a Trinity Core server."	String:server/game/World/World.cpp:581	String="Welcome to a Trinity Core Server."	SetMotd(		missing_in_rust	-
MySQLExecutable	worldserver:server/worldserver/worldserver.conf.dist:232|bnetserver:server/bnetserver/bnetserver.conf.dist:207	worldserver=""|bnetserver=""					missing_in_rust	-
Network.OutKBuff	worldserver:server/worldserver/worldserver.conf.dist:3177	worldserver=-1	Int:server/game/Server/WorldSocketMgr.cpp:68	Int=-1			missing_in_rust	-
Network.OutUBuff	worldserver:server/worldserver/worldserver.conf.dist:3185	worldserver=65536	Int:server/game/Server/WorldSocketMgr.cpp:70	Int=65536			missing_in_rust	-
Network.TcpNodelay	worldserver:server/worldserver/worldserver.conf.dist:3193	worldserver=1	Bool:server/game/Server/WorldSocketMgr.cpp:62	Bool=true			missing_in_rust	-
Network.Threads	worldserver:server/worldserver/worldserver.conf.dist:3169	worldserver=1	Int:server/worldserver/Main.cpp:372	Int=1	int networkThreads		missing_in_rust	-
NoGrayAggro.Above	worldserver:server/worldserver/worldserver.conf.dist:3530	worldserver=0	Int:server/game/World/World.cpp:1457	Int=0	CONFIG_NO_GRAY_AGGRO_ABOVE		missing_in_rust	-
NoGrayAggro.Below	worldserver:server/worldserver/worldserver.conf.dist:3531	worldserver=0	Int:server/game/World/World.cpp:1458	Int=0	CONFIG_NO_GRAY_AGGRO_BELOW		missing_in_rust	-
NoResetTalentsCost	worldserver:server/worldserver/worldserver.conf.dist:3425	worldserver=0	Bool:server/game/World/World.cpp:1579	Bool=false	CONFIG_NO_RESET_TALENT_COST		missing_in_rust	-
OffhandCheckAtSpellUnlearn	worldserver:server/worldserver/worldserver.conf.dist:1290	worldserver=1	Bool:server/game/World/World.cpp:1367	Bool=true	CONFIG_OFFHAND_CHECK_AT_SPELL_UNLEARN		missing_in_rust	-
PacketLogFile	worldserver:server/worldserver/worldserver.conf.dist:583	worldserver=""	String:server/game/Server/Protocol/PacketLog.cpp:90	String=""	std::string logname		missing_in_rust	-
PacketSpoof.BanDuration	worldserver:server/worldserver/worldserver.conf.dist:4333	worldserver=86400	Int:server/game/World/World.cpp:1676	Int=86400	CONFIG_PACKET_SPOOF_BANDURATION		missing_in_rust	-
PacketSpoof.BanMode	worldserver:server/worldserver/worldserver.conf.dist:4324	worldserver=0	Int:server/game/World/World.cpp:1672	Int=(uint32)BAN_ACCOUNT	CONFIG_PACKET_SPOOF_BANMODE		missing_in_rust	-
PacketSpoof.Policy	worldserver:server/worldserver/worldserver.conf.dist:4314	worldserver=1	Int:server/game/World/World.cpp:1671	Int=(uint32)WorldSession::DosProtection::POLICY_KICK	CONFIG_PACKET_SPOOF_POLICY		missing_in_rust	-
PartyLevelReq	worldserver:server/worldserver/worldserver.conf.dist:2174	worldserver=1	Int:server/game/World/World.cpp:790	Int=1	CONFIG_PARTY_LEVEL_REQ		missing_in_rust	-
PartyRaidWarnings	worldserver:server/worldserver/worldserver.conf.dist:2210	worldserver=0	Bool:server/game/World/World.cpp:1704	Bool=false	CONFIG_CHAT_PARTY_RAID_WARNINGS		missing_in_rust	-
PersistentCharacterCleanFlags	worldserver:server/worldserver/worldserver.conf.dist:535	worldserver=0	Int:server/game/World/World.cpp:771	Int=0	CONFIG_PERSISTENT_CHARACTER_CLEAN_FLAGS		missing_in_rust	-
PidFile	worldserver:server/worldserver/worldserver.conf.dist:574|bnetserver:server/bnetserver/bnetserver.conf.dist:96	worldserver=""|bnetserver=""	String:server/worldserver/Main.cpp:258|String:server/bnetserver/Main.cpp:167	String=""|String=""	std::string pidFile|std::string pidFile		missing_in_rust	-
PlayerDump.DisallowOverwrite	worldserver:server/worldserver/worldserver.conf.dist:3502	worldserver=1	Bool:server/game/World/World.cpp:1642	Bool=true	CONFIG_PDUMP_NO_OVERWRITE		missing_in_rust	-
PlayerDump.DisallowPaths	worldserver:server/worldserver/worldserver.conf.dist:3495	worldserver=1	Bool:server/game/World/World.cpp:1641	Bool=true	CONFIG_PDUMP_NO_PATHS		missing_in_rust	-
PlayerLimit	worldserver:server/worldserver/worldserver.conf.dist:293	worldserver=0	Int:server/scripts/Commands/cs_server.cpp:308|Int:server/game/World/World.cpp:580	Int=100|Int=100	SetPlayerAmountLimit(|SetPlayerAmountLimit(		missing_in_rust	-
PlayerSave.Stats.MinLevel	worldserver:server/worldserver/worldserver.conf.dist:407	worldserver=0	Int:server/game/World/World.cpp:815	Int=0	CONFIG_MIN_LEVEL_STAT_SAVE		missing_in_rust	-
PlayerSave.Stats.SaveOnlyOnLogout	worldserver:server/worldserver/worldserver.conf.dist:415	worldserver=1	Bool:server/game/World/World.cpp:813	Bool=true	CONFIG_STATS_SAVE_ONLY_ON_LOGOUT		missing_in_rust	-
PlayerSaveInterval	worldserver:server/worldserver/worldserver.conf.dist:399	worldserver=90000	Int:server/game/World/World.cpp:811	Int=15 * MINUTE * IN_MILLISECONDS	CONFIG_INTERVAL_SAVE		missing_in_rust	-
PlayerStart.AllReputation	worldserver:server/worldserver/worldserver.conf.dist:3317	worldserver=0	Bool:server/game/World/World.cpp:1571	Bool=false	CONFIG_START_ALL_REP		missing_in_rust	-
PlayerStart.AllSpells	worldserver:server/worldserver/worldserver.conf.dist:3352	worldserver=0	Bool:server/game/World/World.cpp:1564	Bool=false	CONFIG_START_ALL_SPELLS		missing_in_rust	-
PlayerStart.MapsExplored	worldserver:server/worldserver/worldserver.conf.dist:3360	worldserver=0	Bool:server/game/World/World.cpp:1570	Bool=false	CONFIG_START_ALL_EXPLORED		missing_in_rust	-
PlayerStart.String	worldserver:server/worldserver/worldserver.conf.dist:3467	worldserver=""	String:server/game/World/World.cpp:599	String=""	SetNewCharString(		missing_in_rust	-
PreserveCustomChannelDuration	worldserver:server/worldserver/worldserver.conf.dist:2202	worldserver=14	Int:server/game/World/World.cpp:795	Int=14	CONFIG_PRESERVE_CUSTOM_CHANNEL_DURATION		missing_in_rust	-
PreserveCustomChannelInterval	worldserver:server/worldserver/worldserver.conf.dist:2192	worldserver=5	Int:server/game/World/World.cpp:796	Int=5	CONFIG_PRESERVE_CUSTOM_CHANNEL_INTERVAL		missing_in_rust	-
PreserveCustomChannels	worldserver:server/worldserver/worldserver.conf.dist:2185	worldserver=1	Bool:server/game/World/World.cpp:794	Bool=false	CONFIG_PRESERVE_CUSTOM_CHANNELS		missing_in_rust	-
PreventRenameCharacterOnCustomization	worldserver:server/worldserver/worldserver.conf.dist:3541	worldserver=0	Bool:server/game/World/World.cpp:1701	Bool=false	CONFIG_PREVENT_RENAME_CUSTOMIZATION		missing_in_rust	-
PrivateKeyFile	bnetserver:server/bnetserver/bnetserver.conf.dist:113	bnetserver="./bnetserver.key.pem"	String:server/bnetserver/Server/SslContext.cpp:43	String="./bnetserver.key.pem"	std::string privateKeyFile		missing_in_rust	-
PrivateKeyPassword	bnetserver:server/bnetserver/bnetserver.conf.dist:120	bnetserver=""	String:server/bnetserver/Server/SslContext.cpp:47	String=""			missing_in_rust	-
ProcessPriority	worldserver:server/worldserver/worldserver.conf.dist:266|bnetserver:server/bnetserver/bnetserver.conf.dist:139	worldserver=0|bnetserver=0	Bool:server/worldserver/Main.cpp:290|Bool:server/bnetserver/Main.cpp:253	Bool=false|Bool=false			missing_in_rust	-
PvPToken.Enable	worldserver:server/worldserver/worldserver.conf.dist:3392	worldserver=0	Bool:server/game/World/World.cpp:1572	Bool=false	CONFIG_PVP_TOKEN_ENABLE		missing_in_rust	-
PvPToken.ItemCount	worldserver:server/worldserver/worldserver.conf.dist:3417	worldserver=1	Int:server/game/World/World.cpp:1575	Int=1	CONFIG_PVP_TOKEN_COUNT		missing_in_rust	-
PvPToken.ItemID	worldserver:server/worldserver/worldserver.conf.dist:3410	worldserver=29434	Int:server/game/World/World.cpp:1574	Int=29434	CONFIG_PVP_TOKEN_ID		missing_in_rust	-
PvPToken.MapAllowType	worldserver:server/worldserver/worldserver.conf.dist:3402	worldserver=4	Int:server/game/World/World.cpp:1573	Int=4	CONFIG_PVP_TOKEN_MAP_TYPE		missing_in_rust	-
